Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2025-12-09,277.18,313.85,227.92,363.91,200.37,594.36,261.02,79.51,148.49,107.02,876.58,345.27,190.17,310.48,199.96,300.51,70.09,310.79,165.09,96.89,492.02,63.33,184.97,139.63,321.14,279.16,323.6,326.5,40.14,115.06
2025-12-10,278.78,315.38,231.78,375.57,198.72,615.35,264.2,80.25,151.41,108.83,889.24,351.13,192.06,312.67,206.54,310.11,70.21,310.53,165.66,97.62,478.56,65.79,183.78,139.82,326.27,278.35,328.37,325.73,39.92,113.18
2025-12-11,278.03,317.38,230.28,384.89,200.71,625.61,262.35,79.27,150.72,111.46,911.03,357.46,193.85,310.74,210.01,317.38,69.11,309.71,168.6,99.01,483.47,67.74,180.93,140.76,329.3,282.88,336.73,345.63,40.22,115.52
2025-12-12,278.28,317.74,226.19,382.56,204.38,597.89,262.23,77.8,149.99,111.6,887.96,359.65,193.66,309.24,211.58,318.52,70.52,316.72,168.9,100.3,478.53,67.47,175.02,142.84,328.69,285.31,341.84,347.83,40.89,116.7
2025-12-15,274.11,325.31,222.54,382.57,205.5,589.76,254.58,78.25,149.8,110.49,889.59,356.99,197.45,308.66,214.17,320.02,70.97,318.73,165.7,100.26,474.82,67.78,176.29,145.13,328.45,290.59,341.1,346.89,40.8,116.79
2025-12-16,274.61,326.74,222.56,380.75,206.71,588.93,254.91,77.55,146.75,111.62,879.15,352.68,198.26,303.18,209.3,315.55,70.37,314.5,163.2,98.27,476.39,67.12,177.72,145.21,327.87,289.61,334.2,345.11,40.75,115.42
2025-12-17,271.84,326.01,221.27,375.61,206.33,561.89,258.14,76,149.52,110.63,872.33,356.75,199.89,303.32,210.33,314.98,70.67,318.69,162.17,99.18,476.12,65.69,170.94,147.81,327.95,291.27,331.63,344.41,40.88,115.66
2025-12-18,272.19,324.42,226.76,375.52,208.27,565.83,257.85,76.95,147.69,111.87,876.3,354.99,198.08,300.45,208.31,313,70.36,319.65,161.76,100.69,483.98,65.63,174.14,145.52,325.36,293.65,328.14,346.01,40.41,114.83
2025-12-19,273.67,327.38,227.35,376.51,214.08,576.22,259.91,78.42,147.75,111.24,893.48,345,199.11,300.98,206.37,317.21,70.06,315.84,161.96,101.09,485.92,58.71,180.99,144.46,320.86,292.92,327.42,349.25,39.82,114.36
2025-12-22,270.97,331.39,228.43,380.85,216.84,582.41,264.63,78.11,149.8,112.38,899,346.39,195.96,302.79,207.32,323.09,70.21,316.22,160,104.72,484.92,57.22,183.69,142.69,323.84,291.64,325.16,352.09,39.98,112.6
2025-12-23,272.36,331.49,232.14,382.19,216.85,582.42,263.43,78.02,150.51,113.22,901.71,344.97,195.5,303.78,205.78,325.93,69.87,310.84,160.15,105.04,486.85,57.34,189.21,143.18,324.05,292.46,324.8,353.38,39.92,110.9
2025-12-24,273.81,333.96,232.38,383.11,218.16,583.76,265.26,78.02,150.5,114.48,910.78,347.34,196.93,304.56,207.78,329.17,70.11,313.33,160.34,106.45,488.02,60,188.61,144.49,325.35,293.84,327.58,355.14,40.32,111.61
2025-12-26,273.4,332.93,232.52,381.05,216.44,583,266.08,78.16,150.02,113.56,907.04,349.78,197.37,305.09,207.63,327.91,69.87,310.68,162.08,106.78,487.71,60.93,190.53,144.74,325.44,292.12,331.83,355,40.48,111.74
2025-12-29,273.76,329.63,232.07,375.32,217.25,578.61,266.23,77.79,150.99,114.19,892.18,347.45,197.09,305.74,207.56,323.75,70.16,308.53,161.72,106.62,487.1,61.21,188.22,144.57,325.23,291.93,328.94,354.61,40.48,112.53
2025-12-30,273.08,328.69,232.53,373.39,218.5,577.39,265.92,77.41,152.31,114.79,884.42,346.35,196.36,302.05,206.91,323.42,70.07,308.03,161.17,106.06,487.48,61.19,187.54,144.05,326.16,292.38,332.16,353.62,40.7,111.92
2025-12-31,271.86,327.31,230.82,369.95,217.12,572.87,264.91,77.03,152.41,113.77,879,344.1,195.09,296.21,206.95,322.22,69.91,305.63,160.1,105.26,483.62,63.71,186.5,143.31,324.03,290.06,330.11,350.71,40.73,111.41
